Feature name;Feature value
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x USB (Type C)
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x USB (Type C) • 2 x DisplayPort • 2 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x USB 3.0 • 3 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 2 x USB 2.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x Audio in • 1 x DisplayPort • 1 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 3 x USB 3.0 • 4 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 3 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x USB (Type C)
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB 3.0 • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x micro HDMI • 2 x USB (Type C)
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x Audio in • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type C)
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DVI • 1 x DisplayPort • 1 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x Audio in • 1 x Audio out • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x Audio in • 1 x HDMI • 1 x mini-VGA
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB (Type C)
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 2 x USB (Typ B) • 3 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x USB (Type B) • 1 x USB (Type C) • 2 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • Brak
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 3 x Thunderbolt 3 • 3 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 2 x USB (Typ B) • 2 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x USB (Type C) • 2 x HDMI • 2 x Thunderbolt 3 • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 2 x USB (Type B) • 2 x USB (Type C) • 3 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB (Type B) • 1 x USB (Type C) • 2 x HDMI • 3 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x HDMI • 2 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x USB (Type C) • 2 x HDMI
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 2 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB 3.1 • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x USB (Type C) • 2 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x RJ-45 LAN • 1 x USB (Type B) • 2 x HDMI • 2 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x Audio out • 1 x DisplayPort • 2 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x HDMI • 2 x DisplayPort • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 2 x DisplayPort • 2 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort
Gniazda we/wy;1 x 15-pin D-Sub
Gniazda we/wy;1 x 15-pin D-Sub • 1 x HDMI
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 2 x USB 2.0 • 3 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x DisplayPort • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DVI • 1 x DisplayPort • 1 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 1 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;2 x USB (Type C)
Gniazda we/wy;1 x Audio out • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 2 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 2 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x Audio out • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 5 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x HDMI • 1 x RJ-45 LAN • 2 x DisplayPort • 3 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x HDMI • 2 x DisplayPort • 2 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x HDMI • 1 x RJ-45 LAN • 2 x DisplayPort • 3 x USB (Type C) • 4 x USB 3.1
Gniazda we/wy;1 x Audio out • 1 x HDMI • 1 x RJ-45 LAN • 2 x DisplayPort • 3 x USB (Type C) • 5 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x RJ-45 LAN • 2 x DisplayPort • 3 x USB (Type C) • 5 x USB 3.1
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 2 x HDMI • 4 x USB (Type C) • 5 x USB 3.1
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x RJ-45 LAN • 2 x HDMI • 4 x USB (Type C) • 5 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 2 x DisplayPort • 2 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB (Type C) • 2 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB (Type B) • 1 x USB (Type C) • 2 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB (Type C) • 2 x HDMI • 3 x USB 3.1
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 2.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 3.1
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 2 x USB 2.0
Gniazda we/wy;1 x HDMI • 1 x RJ-45 LAN • 1 x USB 2.0 • 1 x micro USB (Type B)
Gniazda we/wy;1 x RJ-45 LAN • 1 x mini HDMI • 2 x USB 2.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x HDMI • 1 x RJ-45 LAN • 1 x RS-232 (COM) • 4 x USB 2.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 2 x USB 2.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB 2.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 3 x USB 2.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x HDMI • 1 x micro USB (Type B) • 2 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 4 x USB 2.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DVI • 1 x DisplayPort • 1 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 2 x HDMI • 2 x USB 2.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DVI • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x USB (Type C) • 2 x DisplayPort • 2 x RJ-45 LAN • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x USB (Type B) • 2 x HDMI • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 2 x DisplayPort • 2 x HDMI • 2 x USB 2.0 • 2 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x Audio out • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x USB (Type B) • 2 x DisplayPort • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB 3.0 (Type B) • 3 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 1 x USB 3.0 (Type B) • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 2 x Thunderbolt 4 • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 2 x HDMI
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x RJ-45 LAN • 1 x USB 2.0 • 2 x RS-232C (IR) • 4 x HDMI
Gniazda we/wy;1 x Audio in • 1 x RJ-45 LAN • 1 x RS-232 (COM) • 1 x USB 2.0 • 2 x HDMI
Gniazda we/wy;1 x Audio in • 1 x Audio out • 1 x DVI-D • 1 x DisplayPort • 1 x RJ-45 LAN • 1 x RS-232 (COM) • 1 x USB (Type C) • 1 x USB 2.0 • 2 x HDMI
Gniazda we/wy;1 x Audio out • 1 x HDMI • 1 x USB (Type C)
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 1 x USB (Type C) • 2 x USB 2.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x Component (Y, Pb, Pr) • 1 x Composite • 1 x RJ-11/RJ-45 • 1 x RS-232 (COM) • 3 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x HDMI • 1 x USB (Type C) • 2 x DisplayPort • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x Audio in • 1 x Audio out • 1 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x Audio in • 1 x Audio out • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 2 x 3,5 mm minijack • 2 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x Audio in • 1 x Audio out • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x DVI-D • 1 x HDMI
Gniazda we/wy;Brak
Gniazda we/wy;1 x Audio in • 1 x Audio out • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x USB (Type B) • 2 x DisplayPort • 2 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 4 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DVI-D • 1 x DisplayPort • 1 x HDMI
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 5 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x USB (Type C) • 2 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x USB (Type B) • 2 x HDMI • 4 x USB 3.0
Gniazda we/wy;1 x Audio out • 1 x USB (Type B) • 1 x USB 3.0 • 2 x DisplayPort • 2 x HDMI • 4 x USB 2.0
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type B) • 1 x USB (Type C) • 4 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type B) • 1 x USB (Type C)
Gniazda we/wy;1 x Audio out • 1 x DisplayPort • 1 x RJ-45 LAN • 2 x HDMI • 2 x USB (Type C) • 4 x USB 3.1
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x HDMI • 3 x USB 3.0
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x USB 3.0
Gniazda we/wy;1 x 15-pin D-Sub • 1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 1 x USB 2.0 • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 1 x USB Serwisowe • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB 2.0 • 1 x USB Serwisowe • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB 2.0 • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x DisplayPort • 3 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 1 x HDMI • 1 x USB (Type C) • 3 x USB 3.0
Gniazda we/wy;1 x Thunderbolt 4 • 1 x mini-DisplayPort • 3 x USB (Type C)
Gniazda we/wy;1 x USB (Type C) • 2 x HDMI • 3 x USB 2.0
Gniazda we/wy;1 x micro HDMI • 1 x mini-DisplayPort • 2 x USB (Type C)
Gniazda we/wy;1 x DisplayPort • 1 x HDMI • 1 x micro HDMI • 3 x USB 3.0
Gniazda we/wy;1 x HDMI • 1 x RJ-45 LAN • 1 x RS-232 (COM) • 1 x USB 2.0 • 2 x 3,5 mm minijack
Gniazda we/wy;1 x Audio in/out • 1 x HDMI • 1 x RJ-45 LAN • 1 x USB (Type C) • 2 x DisplayPort • 2 x USB 3.0
Gniazda we/wy;1 x 3,5 mm minijack • 1 x DisplayPort • 3 x HDMI
Wbudowany tuner TV;Nie
Pivot;Nie
Pivot;Tak
Pobór mocy;30 W
Pobór mocy;14 W
Pobór mocy;17 W
Pobór mocy;22 W
Pobór mocy;26 W
Pobór mocy;31 W
Pobór mocy;15 W
Pobór mocy;20 W
Pobór mocy;16 W
Pobór mocy;18 W
Pobór mocy;25 W
Pobór mocy;17.96 W
Pobór mocy;19 W
Pobór mocy;28 W
Pobór mocy;21 kW
Pobór mocy;52 W
Pobór mocy;36 W
Pobór mocy;42 W
Pobór mocy;27 W
Pobór mocy;26 kW
Pobór mocy;73 W
Pobór mocy;32 W
Pobór mocy;24 W
Pobór mocy;34 W
Pobór mocy;31 kW
Pobór mocy;47 W
Pobór mocy;35 W
Pobór mocy;34 kW
Pobór mocy;10 W
Pobór mocy;11.03 W
Pobór mocy;23.34 W
Pobór mocy;16.7 W
Pobór mocy;21 W
Pobór mocy;13.99 W
Pobór mocy;12.35 W
Pobór mocy;40 W
Pobór mocy;13.1 W
Pobór mocy;65 W
Pobór mocy;16.04 W
Pobór mocy;23 W
Pobór mocy;33 W
Pobór mocy;48 W
Pobór mocy;50 W
Pobór mocy;7 W
Pobór mocy;23.5 W
Pobór mocy;14.36 W
Pobór mocy;110 W
Pobór mocy;19.02 W
Pobór mocy;62 W
Pobór mocy;0 W
Pobór mocy;44 W
Pobór mocy;31.5 W
Pobór mocy;37 W
Pobór mocy;168 W
Pobór mocy;190 W
Pobór mocy;14.79 W
Pobór mocy;135 W
Pobór mocy;46 W
Pobór mocy;180 W
Pobór mocy;41.3 W
Pobór mocy;74.5 W
Pobór mocy;105 W
Pobór mocy;25.9 W
Pobór mocy;11 W
Pobór mocy;121 W
Pobór mocy;38 W
Pobór mocy;118 W
Pobór mocy;11.55 W
Pobór mocy;14.5 W
Pobór mocy;55 W
Pobór mocy;183 W
Pobór mocy;7.5 W
Pobór mocy;19.9 W
Pobór mocy;17.7 W
Pobór mocy;149 W
Pobór mocy;95 W
Pobór mocy;90 W
Pobór mocy;14.1 W
Pobór mocy;210 W
Pobór mocy;74 W
Pobór mocy;220 W
Pobór mocy;240 W
Pobór mocy;290 W
Pobór mocy;91 W
Pobór mocy;245 W
Pobór mocy;17.5 W
Pobór mocy;77 W
Pobór mocy;115 W
Pobór mocy;75 W
Pobór mocy;53 W
Pobór mocy;150 W
Pobór mocy;160 W
Pobór mocy;12 W
Pobór mocy;13 W
Pobór mocy;0.5 W
Pobór mocy;16.5 W
Pobór mocy;45 W
Pobór mocy;43 W
Pobór mocy;49 W
Pobór mocy;5.16 W
Pobór mocy;24.5 W
Pobór mocy;51 W
Pobór mocy;148 W
Pobór mocy;153 W
Pobór mocy;193.7 W
Pobór mocy;103 W
Pobór mocy;29 W
Pobór mocy;100 W
Pobór mocy;60 W
Pobór mocy;23.7 W
Pobór mocy;13.3 W
Pobór mocy;13.82 W
Pobór mocy;27.9 W
Pobór mocy;14.37 W
Pobór mocy;14.83 W
Pobór mocy;13.6 W
Pobór mocy;13.59 W
Pobór mocy;23.8 W
Pobór mocy;15.4 W
Pobór mocy;23.3 W
Pobór mocy;18.55 W
Pobór mocy;20.2 W
Pobór mocy;28.2 W
Pobór mocy;27.6 W
Pobór mocy;39.4 W
Pobór mocy;31.3 W
Pobór mocy;31.81 W
Pobór mocy;34.1 W
Pobór mocy;39 W
Pobór mocy;46.3 W
Pobór mocy;27.7 W
Pobór mocy;26.1 W
Pobór mocy;33.2 W
Waga z podstawą;4.7 kg
Waga z podstawą;4.12 kg
Waga z podstawą;3.3 kg
Waga z podstawą;4.8 kg
Waga z podstawą;6.93 kg
Waga z podstawą;7.96 kg
Waga z podstawą;3.4 kg
Waga z podstawą;5.3 kg
Waga z podstawą;3.2 kg
Waga z podstawą;3.6 kg
Waga z podstawą;5.41 kg
Waga z podstawą;7.5 kg
Waga z podstawą;5.81 kg
Waga z podstawą;5 kg
Waga z podstawą;5.4 kg
Waga z podstawą;4.74 kg
Waga z podstawą;5.2 kg
Waga z podstawą;5.89 kg
Waga z podstawą;7.78 kg
Waga z podstawą;0.95 kg
Waga z podstawą;0.74 kg
Waga z podstawą;2.72 kg
Waga z podstawą;2.3 kg
Waga z podstawą;5.31 kg
Waga z podstawą;6.5 kg
Waga z podstawą;4 kg
Waga z podstawą;2.84 kg
Waga z podstawą;3.42 kg
Waga z podstawą;6.1 kg
Waga z podstawą;5.9 kg
Waga z podstawą;8.6 kg
Waga z podstawą;8.4 kg
Waga z podstawą;4.65 kg
Waga z podstawą;6.69 kg
Waga z podstawą;6 kg
Waga z podstawą;4.6 kg
Waga z podstawą;5.8 kg
Waga z podstawą;7.31 kg
Waga z podstawą;6.89 kg
Waga z podstawą;15.6 kg
Waga z podstawą;9.1 kg
Waga z podstawą;8.9 kg
Waga z podstawą;3.5 kg
Waga z podstawą;6.8 kg
Waga z podstawą;5.1 kg
Waga z podstawą;5.7 kg
Waga z podstawą;7.2 kg
Waga z podstawą;6.6 kg
Waga z podstawą;7.8 kg
Waga z podstawą;10 kg
Waga z podstawą;4.85 kg
Waga z podstawą;10.1 kg
Waga z podstawą;10.4 kg
Waga z podstawą;9.4 kg
Waga z podstawą;9.3 kg
Waga z podstawą;7.86 kg
Waga z podstawą;10.17 kg
Waga z podstawą;13.8 kg
Waga z podstawą;2.94 kg
Waga z podstawą;3.04 kg
Waga z podstawą;2.9 kg
Waga z podstawą;3.85 kg
Waga z podstawą;4.86 kg
Waga z podstawą;7.55 kg
Waga z podstawą;9.2 kg
Waga z podstawą;4.83 kg
Waga z podstawą;5.56 kg
Waga z podstawą;5.45 kg
Waga z podstawą;6.77 kg
Waga z podstawą;6.76 kg
Waga z podstawą;11.7 kg
Waga z podstawą;9.9 kg
Waga z podstawą;10.83 kg
Waga z podstawą;2.67 kg
Waga z podstawą;6.06 kg
Waga z podstawą;6.61 kg
Waga z podstawą;11.13 kg
Waga z podstawą;10.36 kg
Waga z podstawą;11.9 kg
Waga z podstawą;10.22 kg
Waga z podstawą;8.2 kg
Waga z podstawą;7.39 kg
Waga z podstawą;5.08 kg
Waga z podstawą;8.52 kg
Waga z podstawą;3 kg
Waga z podstawą;3.1 kg
Waga z podstawą;2.8 kg
Waga z podstawą;4.2 kg
Waga z podstawą;3.9 kg
Waga z podstawą;4.9 kg
Waga z podstawą;5.6 kg
Waga z podstawą;6.7 kg
Waga z podstawą;3.7 kg
Waga z podstawą;4.4 kg
Waga z podstawą;6.3 kg
Waga z podstawą;6.9 kg
Waga z podstawą;11.3 kg
Waga z podstawą;7.9 kg
Waga z podstawą;14.9 kg
Waga z podstawą;4.5 kg
Waga z podstawą;9 kg
Waga z podstawą;0.6 kg
Waga z podstawą;4.1 kg
Waga z podstawą;7.3 kg
Waga z podstawą;7.6 kg
Waga z podstawą;6.05 kg
Waga z podstawą;16 kg
Waga z podstawą;5.5 kg
Waga z podstawą;5.61 kg
Waga z podstawą;5.85 kg
Waga z podstawą;2.95 kg
Waga z podstawą;2.6 kg
Waga z podstawą;2.61 kg
Waga z podstawą;2.79 kg
Waga z podstawą;3.43 kg
Waga z podstawą;3.8 kg
Waga z podstawą;3.14 kg
Waga z podstawą;0 kg
Waga z podstawą;3.03 kg
Waga z podstawą;3.07 kg
Waga z podstawą;3.78 kg
Waga z podstawą;4.84 kg
Waga z podstawą;5.66 kg
Waga z podstawą;6.56 kg
Waga z podstawą;5.44 kg
Waga z podstawą;5.49 kg
Waga z podstawą;5.99 kg
Waga z podstawą;3.94 kg
Waga z podstawą;3.96 kg
Waga z podstawą;6.36 kg
Waga z podstawą;3.99 kg
Waga z podstawą;5.23 kg
Waga z podstawą;7.12 kg
Waga z podstawą;4.78 kg
Waga z podstawą;5.65 kg
Waga z podstawą;5.59 kg
Waga z podstawą;6.09 kg
Waga z podstawą;8.89 kg
Waga z podstawą;7.34 kg
Waga z podstawą;11.55 kg
Waga z podstawą;7.71 kg
Waga z podstawą;7.61 kg
Waga z podstawą;7.36 kg
Waga z podstawą;8.56 kg
Waga z podstawą;10.5 kg
Waga z podstawą;11.65 kg
Waga z podstawą;13.94 kg
Waga z podstawą;12.81 kg
Waga z podstawą;12.96 kg
Waga z podstawą;15.3 kg
Waga z podstawą;4.64 kg
Waga z podstawą;6.4 kg
Waga z podstawą;7.4 kg
Waga z podstawą;14.6 kg
Waga z podstawą;12.9 kg
Waga z podstawą;2.7 kg
Waga z podstawą;6.2 kg
Etykieta energetyczna;Pobierz
Regulacja wysokości;Nie
Regulacja wysokości;Tak
Kontrast dynamiczny;100 000 000:1
Kontrast dynamiczny;20 000 000:1
Kontrast dynamiczny;80 000 000:1
Kontrast dynamiczny;50 000 000:1
Kontrast dynamiczny;Mega Contrast
Kontrast dynamiczny;1 000 000:1
Kontrast dynamiczny;10 000 000:1
Kontrast dynamiczny;50 000:1
Kontrast dynamiczny;3 000:1
Kontrast dynamiczny;4 000 000:1
Kontrast dynamiczny;12 000 000:1
Kontrast dynamiczny;8 000 000:1
Kontrast dynamiczny;5 000 000:1
Kontrast dynamiczny;3 000 000:1
Kontrast dynamiczny;5 000:1
Kontrast dynamiczny;200 000 000:1
Klasa energetyczna;D
Klasa energetyczna;E
Klasa energetyczna;F
Klasa energetyczna;nie dotyczy
